fips,country,state,county,level,lat,locationId,long,population,metrics.testPositivityRatio,metrics.testPositivityRatioDetails.source,metrics.caseDensity,metrics.contactTracerCapacityRatio,metrics.infectionRate,metrics.infectionRateCI90,unused1,unused2,metrics.icuCapacityRatio,riskLevels.overall,riskLevels.testPositivityRatio,riskLevels.caseDensity,riskLevels.contactTracerCapacityRatio,riskLevels.infectionRate,unused3,riskLevels.icuCapacityRatio,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,unused4,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,unused5,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,lastUpdatedDate,url,metrics.vaccinationsInitiatedRatio,metrics.vaccinationsCompletedRatio,actuals.newDeaths,actuals.vaccinesAdministered,cdcTransmissionLevel,actuals.vaccinationsAdditionalDose,metrics.vaccinationsAdditionalDoseRatio,metrics.weeklyNewCasesPer100k,hsa,hsaPopulation,actuals.hsaHospitalBeds.capacity,actuals.hsaHospitalBeds.currentUsageTotal,actuals.hsaHospitalBeds.currentUsageCovid,actuals.hsaIcuBeds.capacity,actuals.hsaIcuBeds.currentUsageTotal,actuals.hsaIcuBeds.currentUsageCovid,metrics.bedsWithCovidPatientsRatio,hsaName,actuals.hospitalBeds.weeklyCovidAdmissions,actuals.hsaHospitalBeds.weeklyCovidAdmissions,metrics.weeklyCovidAdmissionsPer100k,communityLevels.cdcCommunityLevel,communityLevels.canCommunityLevel
19860,US,,,cbsa,,iso1:us#cbsa:19860,,32417,0.15,other,37.0,,0.83,0.52,,,0.71,3,2,3,4,0,,1,12375,87,,,,19,12,1,,2,1,1,,0,,14283,11913,2022-07-28,,0.441,0.367,0,,3,5288,0.163,259.1,,,39,24,2,4,2,2,0.036,,6,12,2.6,,1
19940,US,,,cbsa,,iso1:us#cbsa:19940,,34096,0.076,other,29.7,,0.9,0.5,,,0.83,3,1,3,4,0,,2,9899,119,,,,94,38,3,,6,5,0,,11,,22001,20551,2022-07-28,,0.645,0.603,0,33587,3,11677,0.342,208.2,,,966,658,46,131,86,5,0.046,,5,75,16.2,,2
19980,US,,,cbsa,,iso1:us#cbsa:19980,,33619,0.348,other,40.8,,1.05,0.43,,,0.64,3,3,3,4,1,,0,11200,117,,,,38,13,1,,6,3,0,,96,,17884,15733,2022-07-28,,0.532,0.468,0,,3,5771,0.172,285.6,,,122,45,1,6,3,0,0.016,,4,4,10.5,,2
20020,US,,,cbsa,,iso1:us#cbsa:20020,,149358,0.302,other,46.5,,1.02,0.17,,,,3,3,3,4,1,,4,40168,755,,,,,,,,,,,,82,,77796,65013,2022-07-28,,0.521,0.435,0,166328,3,23177,0.155,325.4,,,2513,1942,156,273,234,8,0.063,,,135,16.6,,2
20060,US,,,cbsa,,iso1:us#cbsa:20060,,51438,0.283,other,53.1,,1.36,0.41,,,,3,3,3,4,2,,4,13388,335,,,,,,,,,,,,164,,23015,19562,2022-07-28,,0.447,0.38,1,27282,3,6069,0.118,372.0,,,234,166,14,28,14,2,0.056,,,40,28.5,,2
20100,US,,,cbsa,,iso1:us#cbsa:20100,,180786,0.195,other,37.7,,1.12,0.19,,,,3,2,3,4,2,,4,56815,666,,,,,,,,,,,,93,,120328,103259,2022-07-28,,0.666,0.571,0,,3,47857,0.265,264.1,,,393,390,21,74,43,1,,,,34,,,
20140,US,,,cbsa,,iso1:us#cbsa:20140,,64090,0.249,other,33.0,,1.08,0.29,,,,3,3,3,4,1,,4,18857,449,,,,,,,,,,,,127,,32949,28311,2022-07-28,,0.514,0.442,2,39004,3,9740,0.152,231.2,,,777,506,39,94,75,1,0.049,,,56,14.5,,2
20180,US,,,cbsa,,iso1:us#cbsa:20180,,79255,0.169,other,28.7,,1.19,0.35,,,0.97,3,2,3,4,2,,3,20845,357,,,,165,153,4,,23,22,3,,159,,43748,39377,2022-07-28,,0.552,0.497,2,,3,19096,0.241,200.6,,,423,330,13,41,28,3,0.033,,9,23,6.7,,1
20220,US,,,cbsa,,iso1:us#cbsa:20220,,97311,,other,22.3,,1.08,0.29,,,0.57,2,4,2,4,1,,0,28106,302,,,,263,150,11,,14,8,0,,152,,67761,63324,2022-07-28,,0.696,0.651,1,118831,3,36280,0.373,156.2,,,389,219,18,22,11,0,0.048,,14,28,18.1,,1
20260,US,,,cbsa,,iso1:us#cbsa:20260,,288732,0.113,other,27.4,,0.9,0.19,,,,3,2,3,4,0,,4,78208,768,,,,779,547,30,,86,,,,9,,203865,184661,2022-07-28,,0.706,0.64,0,,3,113665,0.394,191.5,,,3460,2356,120,331,228,22,0.038,,84,52,8.4,,0
20300,US,,,cbsa,,iso1:us#cbsa:20300,,20940,,other,20.5,,1.01,0.81,,,,2,4,2,4,1,,4,5914,112,,,,14,9,0,,2,1,1,,1,,12712,9825,2022-07-28,,0.607,0.469,0,24660,3,2843,0.136,143.3,,,731,592,33,78,78,5,0.042,,6,27,10.0,,1
20340,US,,,cbsa,,iso1:us#cbsa:20340,,43143,0.552,other,29.5,,0.72,0.47,,,0.74,3,3,3,4,0,,1,11833,208,,,,51,48,4,,5,4,0,,0,,25043,20895,2022-07-28,,0.58,0.484,0,,3,8532,0.198,206.3,,,59,52,4,5,4,0,0.047,,9,9,10.2,,2
20420,US,,,cbsa,,iso1:us#cbsa:20420,,56221,0.12,other,21.9,,0.85,0.42,,,0.36,2,2,2,4,0,,0,14316,89,,,,97,52,2,,12,4,0,,9,,44755,40089,2022-07-28,,0.796,0.713,0,,3,23888,0.425,153.6,,,470,296,32,53,35,6,0.056,,4,31,13.5,,1
20460,US,,,cbsa,,iso1:us#cbsa:20460,,47995,0.206,other,58.3,,0.93,0.36,,,0.75,3,3,3,4,1,,1,14446,137,,,,138,55,5,,7,5,0,,0,,25430,21139,2022-07-28,,0.53,0.44,0,,3,7581,0.158,408.4,,,643,498,32,75,71,6,0.06,,7,35,15.0,,2
20500,US,,,cbsa,,iso1:us#cbsa:20500,,644367,0.195,other,46.5,,1.15,0.1,,,,3,2,3,4,2,,4,163232,836,,,,2179,1813,110,,268,242,40,,1049,,476381,450250,2022-07-28,,0.739,0.699,2,,3,317852,0.493,325.3,,,6401,5166,361,780,714,54,0.056,,243,299,13.3,,2
20540,US,,,cbsa,,iso1:us#cbsa:20540,,37159,0.261,other,45.4,,1.1,0.36,,,0.35,3,3,3,4,1,,0,13734,213,,,,142,41,3,,14,4,1,,118,,17384,15243,2022-07-28,,0.468,0.41,1,,3,6018,0.162,317.6,,,157,51,3,14,4,1,0.023,,5,5,11.5,,2
20580,US,,,cbsa,,iso1:us#cbsa:20580,,58722,,other,79.6,,1.06,0.21,,,0.76,5,4,5,4,1,,1,22270,471,,,,120,55,2,,7,6,0,,42,,89771,57782,2022-07-28,,0.95,0.95,0,158853,3,19464,0.331,556.9,,,176,55,5,10,6,2,0.018,,4,7,6.3,,1
20660,US,,,cbsa,,iso1:us#cbsa:20660,,37181,0.077,other,15.0,,0.79,0.69,,,1.02,2,1,2,4,0,,3,6210,92,,,,92,87,4,,6,6,0,,12,,31058,27791,2022-07-28,,0.835,0.747,0,,3,16566,0.446,104.9,,,92,87,4,6,6,0,0.041,,7,7,5.2,,0
20700,US,,,cbsa,,iso1:us#cbsa:20700,,170271,0.233,other,27.6,,1.23,0.22,,,0.67,3,3,3,4,2,,0,41390,547,,,,238,191,9,,24,16,2,,329,,113304,98471,2022-07-28,,0.665,0.578,2,,3,44016,0.259,193.2,,,2195,1735,57,254,199,7,0.025,,22,140,15.8,,1
20740,US,,,cbsa,,iso1:us#cbsa:20740,,169304,0.142,other,34.8,,1.18,0.21,,,,3,2,3,4,2,,4,53264,389,,,,383,290,17,,,,,,58,,107859,102456,2022-07-28,,0.637,0.605,0,,3,61432,0.363,243.9,,,865,614,35,55,48,4,0.041,,49,42,11.1,,2
20780,US,,,cbsa,,iso1:us#cbsa:20780,,55127,0.204,other,23.6,,0.92,0.48,,,0.4,3,3,2,4,1,,0,17676,36,,,,56,13,1,,5,2,1,,19,,56746,45930,2022-07-28,,0.95,0.833,0,,3,21697,0.394,165.1,,,526,316,12,63,33,1,0.026,,5,42,15.8,,1
20820,US,,,cbsa,,iso1:us#cbsa:20820,,34008,0.195,other,42.8,,0.9,0.4,,,0.21,3,2,3,4,0,,0,11457,150,,,,109,44,4,,10,2,1,,13,,18176,16827,2022-07-28,,0.534,0.495,0,26763,3,8573,0.252,299.9,,,134,53,4,10,2,1,0.046,,5,5,7.2,,1
20900,US,,,cbsa,,iso1:us#cbsa:20900,,41556,,other,61.2,,0.97,0.32,,,,3,4,3,4,1,,4,10153,219,,,,20,15,1,,2,0,0,,8,,25239,21462,2022-07-28,,0.607,0.516,1,54946,3,7883,0.19,428.3,,,179,149,17,15,14,1,0.108,,4,27,14.4,,2
20940,US,,,cbsa,,iso1:us#cbsa:20940,,181215,0.377,other,128.6,,1.1,0.1,,,0.44,5,3,5,4,1,,0,75630,948,,,,186,123,21,,20,8,1,,343,,248792,177062,2022-07-28,,0.95,0.95,0,490891,3,74888,0.413,900.0,,,5869,4290,459,588,414,45,0.075,,28,438,12.7,,2
20980,US,,,cbsa,,iso1:us#cbsa:20980,,38682,0.087,other,63.5,,1.07,0.31,,,1.0,3,1,3,4,1,,3,10032,182,,,,43,43,6,,4,4,1,,26,,24195,19275,2022-07-28,,0.625,0.498,0,,3,7161,0.185,444.7,,,69,58,9,8,6,3,0.138,,5,9,13.4,,2
21020,US,,,cbsa,,iso1:us#cbsa:21020,,53287,0.205,other,14.6,,1.05,0.55,,,,3,3,2,4,1,,4,12245,154,,,,,,,,,,,,101,,29823,27347,2022-07-28,,0.56,0.513,0,,3,14473,0.272,102.1,,,264,174,16,26,13,1,0.061,,,48,17.8,,1
21060,US,,,cbsa,,iso1:us#cbsa:21060,,153928,0.27,other,68.4,,1.19,0.16,,,,3,3,3,4,2,,4,46711,590,,,,,,,,,,,,0,,106586,89951,2022-07-28,,0.692,0.584,0,,3,36709,0.238,478.8,,,1077,640,54,78,52,7,0.053,,,48,8.5,,1
21120,US,,,cbsa,,iso1:us#cbsa:21120,,21859,0.167,other,36.6,,0.84,0.62,,,0.67,3,2,3,4,0,,0,6194,107,,,,62,24,1,,5,3,0,,0,,10472,9148,2022-07-28,,0.479,0.419,0,,3,3692,0.169,256.2,,,70,28,1,5,3,0,0.029,,5,5,15.7,,2
21140,US,,,cbsa,,iso1:us#cbsa:21140,,206341,0.224,other,20.8,,1.11,0.26,,,0.76,3,3,2,4,2,,1,56303,746,,,,311,217,23,,34,26,2,,144,,102785,91760,2022-07-28,,0.498,0.445,1,,3,40214,0.195,145.4,,,353,252,25,43,32,2,0.073,,31,31,11.9,,1
21180,US,,,cbsa,,iso1:us#cbsa:21180,,28695,0.052,other,47.3,,1.02,0.51,,,0.87,3,1,3,4,1,,3,10303,92,,,,48,39,0,,9,7,1,,10,,17583,15866,2022-07-28,,0.613,0.553,0,,3,7829,0.273,331.1,,,93,51,0,9,7,1,0.009,,4,4,3.3,,1
21220,US,,,cbsa,,iso1:us#cbsa:21220,,54807,0.54,other,33.6,,1.19,0.41,,,0.31,3,3,3,4,2,,0,12511,141,,,,45,15,3,,7,2,0,,129,,27857,23474,2022-07-28,,0.508,0.428,0,51660,3,8791,0.16,235.4,,,100,36,8,14,4,1,0.091,,4,8,8.3,,1
21260,US,,,cbsa,,iso1:us#cbsa:21260,,47935,0.07,other,20.9,,,,,,0.83,2,1,2,4,4,,2,9549,78,,,,27,20,0,,6,5,1,,31,,29500,26174,2022-07-28,,0.615,0.546,1,,3,13486,0.281,146.0,,,324,279,19,25,21,0,0.058,,4,16,6.4,,0
21300,US,,,cbsa,,iso1:us#cbsa:21300,,83456,0.087,other,14.2,,0.97,0.48,,,0.72,2,1,2,4,1,,1,23700,240,,,,147,95,9,,20,14,0,,18,,58260,51345,2022-07-28,,0.698,0.615,0,,2,26829,0.321,99.5,,,257,188,15,28,19,0,0.063,,9,9,8.1,,0
21340,US,,,cbsa,,iso1:us#cbsa:21340,,844124,,other,36.3,,0.93,0.1,,,0.88,3,4,3,4,1,,3,227859,3782,,,,1543,1347,82,,220,193,19,,232,,920491,700161,2022-07-28,,0.95,0.829,0,1775059,3,281199,0.333,253.8,,,3107,2694,164,440,386,39,0.054,,117,234,13.9,,2
21380,US,,,cbsa,,iso1:us#cbsa:21380,,35843,,other,26.3,,1.03,0.59,,,,3,4,3,4,1,,4,11338,132,,,,,,,,,,,,66,,22666,20643,2022-07-28,,0.632,0.576,0,,3,10243,0.286,184.1,,,124,50,2,12,1,1,0.032,,,10,0.0,,0
21420,US,,,cbsa,,iso1:us#cbsa:21420,,61056,0.417,other,26.4,,0.85,0.46,,,0.62,3,3,3,4,0,,0,15728,297,,,,172,83,2,,16,10,0,,0,,36641,31109,2022-07-28,,0.6,0.51,0,,3,11341,0.186,185.1,,,228,106,4,16,10,0,0.025,,4,4,5.3,,0
21460,US,,,cbsa,,iso1:us#cbsa:21460,,52342,0.366,other,56.0,,1.1,0.3,,,0.49,3,3,3,4,1,,0,14853,236,,,,62,30,4,,9,4,0,,41,,31568,24818,2022-07-28,,0.603,0.474,0,52924,3,7701,0.147,391.7,,,837,647,52,91,78,2,0.063,,5,45,16.6,,2
21500,US,,,cbsa,,iso1:us#cbsa:21500,,269728,0.204,other,20.7,,1.25,0.2,,,0.85,3,3,2,4,2,,2,62843,796,,,,891,672,20,,119,101,5,,390,,184072,160191,2022-07-28,,0.682,0.594,1,,3,82186,0.305,144.6,,,1043,779,26,138,115,5,0.025,,32,32,10.1,,1
21540,US,,,cbsa,,iso1:us#cbsa:21540,,35784,0.142,other,32.7,,1.02,0.48,,,0.35,3,2,3,4,1,,0,10832,164,,,,32,13,1,,7,2,0,,0,,23340,22293,2022-07-28,,0.652,0.623,0,37609,3,11672,0.326,229.2,,,285,202,9,30,23,0,0.038,,5,7,15.9,,2
21580,US,,,cbsa,,iso1:us#cbsa:21580,,38921,0.407,other,49.6,,1.04,0.35,,,0.89,3,3,3,4,1,,3,11503,145,,,,34,19,2,,3,3,0,,37,0,30871,27136,2022-07-28,,0.793,0.697,0,0,3,,,346.9,,,282,196,17,29,19,2,0.058,,4,18,9.1,,1
21640,US,,,cbsa,,iso1:us#cbsa:21640,,26985,0.271,other,61.4,,0.98,0.4,,,,3,3,3,4,1,,4,6732,104,,,,,,,,,,,,26,,14866,12175,2022-07-28,,0.551,0.451,0,16862,3,4345,0.161,429.9,,,1675,1295,104,182,156,5,0.063,,,90,16.6,,2
21660,US,,,cbsa,,iso1:us#cbsa:21660,,382067,0.104,other,31.3,,1.03,0.13,,,0.67,3,2,3,4,1,,0,69261,585,,,,527,507,37,,70,46,1,,112,,289514,260881,2022-07-28,,0.758,0.683,0,725973,3,149235,0.391,219.1,,,672,618,48,86,57,1,0.08,,36,48,13.4,,2
21700,US,,,cbsa,,iso1:us#cbsa:21700,,135558,0.16,other,37.3,,1.17,0.2,,,0.5,3,2,3,4,2,,0,25086,152,,,,183,109,9,,16,8,1,,354,,99153,90885,2022-07-28,,0.731,0.67,1,250499,3,53966,0.398,261.1,,,183,109,9,16,8,1,0.05,,11,11,6.6,,1
21740,US,,,cbsa,,iso1:us#cbsa:21740,,20226,0.156,other,29.7,,0.85,0.7,,,0.15,3,2,3,4,0,,0,5968,39,,,,32,3,0,,4,0,0,,0,,12372,10567,2022-07-28,,0.612,0.522,0,,3,4319,0.214,207.7,,,32,3,0,4,0,0,0.022,,4,4,0.0,,1
21780,US,,,cbsa,,iso1:us#cbsa:21780,,315086,0.37,other,57.7,,1.11,0.11,,,,3,3,3,4,2,,4,106394,1118,,,,,,,,,,,,336,,202301,183982,2022-07-28,,0.642,0.584,2,,3,90753,0.288,404.0,,,3614,2582,119,451,343,8,0.033,,,154,13.9,,2
21820,US,,,cbsa,,iso1:us#cbsa:21820,,96849,0.205,other,30.5,,0.95,0.23,,,0.48,3,3,3,4,1,,0,30822,147,,,,101,69,4,,13,6,0,,207,,67437,59117,2022-07-28,,0.696,0.61,0,,3,22947,0.237,213.7,,,101,69,4,13,6,0,0.05,,7,7,5.4,,1
21840,US,,,cbsa,,iso1:us#cbsa:21840,,18295,,other,19.5,,0.98,0.78,,,,2,4,2,4,1,,4,3747,52,,,,25,16,1,,2,0,0,,25,,9754,8901,2022-07-28,,0.533,0.487,0,15279,3,4768,0.261,136.6,,,172,78,5,12,4,1,0.026,,4,10,8.0,,0
21860,US,,,cbsa,,iso1:us#cbsa:21860,,19683,0.143,other,13.8,,0.76,0.77,,,,2,2,2,4,0,,4,5937,65,,,,25,14,2,,,,,,0,,11698,11027,2022-07-28,,0.594,0.56,0,,3,6631,0.337,96.5,,,58,22,3,3,,,0.059,,4,4,24.2,,2
21900,US,,,cbsa,,iso1:us#cbsa:21900,,56072,0.154,other,52.2,,1.07,0.28,,,,3,2,3,4,1,,4,17071,183,,,,,,,,,,,,35,,35738,32287,2022-07-28,,0.637,0.576,0,,3,16405,0.293,365.6,,,806,743,25,117,91,3,0.033,,,20,9.9,,1
21980,US,,,cbsa,,iso1:us#cbsa:21980,,24909,0.512,other,53.9,,1.14,0.46,,,0.39,3,3,3,4,2,,0,7121,116,,,,25,16,2,,4,1,0,,94,,15974,13545,2022-07-28,,0.641,0.544,0,30478,3,5383,0.216,377.4,,,1224,1024,66,140,101,5,0.055,,4,49,8.7,,1
22020,US,,,cbsa,,iso1:us#cbsa:22020,,246145,0.123,other,30.0,,0.9,0.2,,,,3,2,3,4,0,,4,84606,461,,,,,,,,,,,,0,,179638,150998,2022-07-28,,0.73,0.613,0,,3,67345,0.274,210.0,,,1656,1344,46,273,145,11,0.028,,,39,7.8,,1
22060,US,,,cbsa,,iso1:us#cbsa:22060,,66972,0.169,other,11.5,,0.7,0.58,,,,2,2,2,4,0,,4,19121,189,,,,19,16,0,,,,,,0,,45394,42748,2022-07-28,,0.678,0.638,0,,3,24759,0.37,80.6,,,19,16,0,,,,0.007,,5,5,1.5,,0
22100,US,,,cbsa,,iso1:us#cbsa:22100,,67215,0.285,other,42.7,,0.99,0.33,,,0.54,3,3,3,4,1,,0,20234,300,,,,88,53,7,,8,4,1,,0,,33654,29663,2022-07-28,,0.501,0.441,0,,3,11856,0.176,299.0,,,5539,4800,355,627,523,56,0.064,,16,325,18.6,,2
22140,US,,,cbsa,,iso1:us#cbsa:22140,,123958,0.353,other,58.7,,0.99,0.17,,,0.83,3,3,3,4,1,,2,45367,812,,,,172,129,15,,23,19,3,,86,0,96393,80921,2022-07-28,,0.778,0.653,3,0,3,,,410.6,,,470,296,32,53,35,6,0.056,,21,31,13.5,,2
22180,US,,,cbsa,,iso1:us#cbsa:22180,,526719,0.293,other,51.0,,1.25,0.1,,,0.86,3,3,3,4,2,,3,151880,1138,,,,866,672,37,,91,77,8,,1879,,323840,284584,2022-07-28,,0.615,0.54,1,,3,127123,0.241,356.7,,,2231,1805,106,290,243,17,0.045,,46,107,9.5,,1
22220,US,,,cbsa,,iso1:us#cbsa:22220,,534904,0.188,other,28.4,,0.96,0.12,,,0.65,3,2,3,4,1,,0,148424,1587,,,,656,592,24,,85,55,6,,209,,356171,294601,2022-07-28,,0.666,0.551,1,,3,123841,0.232,198.7,,,2076,1837,81,269,176,21,0.045,,38,132,8.1,,0
22260,US,,,cbsa,,iso1:us#cbsa:22260,,58746,0.121,other,19.2,,0.82,0.56,,,0.64,2,2,2,4,0,,0,14375,172,,,,52,26,1,,3,2,0,,0,,33025,30269,2022-07-28,,0.562,0.515,0,,3,19348,0.329,134.5,,,58,28,1,3,2,0,0.027,,4,4,6.2,,0
22280,US,,,cbsa,,iso1:us#cbsa:22280,,57510,0.528,other,25.1,,1.02,0.36,,,,3,3,3,4,1,,4,11239,179,,,,14,1,0,,3,2,,,101,,28597,24489,2022-07-28,,0.497,0.426,0,75209,3,8905,0.155,175.6,,,1224,1024,66,140,101,5,0.055,,5,49,8.7,,0
22300,US,,,cbsa,,iso1:us#cbsa:22300,,75783,0.198,other,29.8,,0.87,0.39,,,0.59,3,2,3,4,0,,0,18203,278,,,,150,114,4,,52,30,0,,0,,41843,38972,2022-07-28,,0.552,0.514,0,,3,20259,0.267,208.5,,,200,142,8,57,33,0,0.047,,5,7,8.4,,1
22340,US,,,cbsa,,iso1:us#cbsa:22340,,16700,0.192,other,36.8,,1.0,0.67,,,0.97,3,2,3,4,1,,3,4551,123,,,,46,26,0,,5,4,1,,43,,7467,6514,2022-07-28,,0.447,0.39,0,9811,3,2171,0.13,257.5,,,258,215,11,25,22,1,0.045,,7,19,30.8,,2
22380,US,,,cbsa,,iso1:us#cbsa:22380,,143476,0.26,other,36.8,,1.03,0.18,,,0.88,3,3,3,4,1,,3,48117,485,,,,248,205,18,,36,32,1,,370,,132869,113134,2022-07-28,,0.926,0.789,1,160768,3,55168,0.385,257.9,,,10244,7748,408,1162,763,44,0.042,,24,545,11.7,,2
22420,US,,,cbsa,,iso1:us#cbsa:22420,,405813,0.227,other,25.7,,1.21,0.15,,,0.9,3,3,3,4,2,,3,110852,1807,,,,845,798,28,,153,138,5,,0,,214300,206609,2022-07-28,,0.528,0.509,0,409930,3,110472,0.272,179.9,,,959,859,34,164,149,5,0.037,,34,38,7.1,,0
22500,US,,,cbsa,,iso1:us#cbsa:22500,,204911,0.273,other,39.3,,1.11,0.17,,,0.75,3,3,3,4,2,,1,65293,960,,,,877,763,42,,119,89,6,,0,,127038,110332,2022-07-28,,0.62,0.538,0,,3,45755,0.223,275.2,,,1886,1606,90,258,192,15,0.046,,49,122,20.2,,2
22520,US,,,cbsa,,iso1:us#cbsa:22520,,147970,0.296,other,52.9,,1.09,0.18,,,0.56,3,3,3,4,1,,0,43886,666,,,,527,304,11,,58,32,1,,90,,85901,70728,2022-07-28,,0.581,0.478,0,176705,3,27186,0.184,370.3,,,1235,696,25,128,71,3,0.02,,20,22,7.9,,1
22540,US,,,cbsa,,iso1:us#cbsa:22540,,103403,0.136,other,36.7,,1.12,0.26,,,1.0,3,2,3,4,2,,3,34546,288,,,,92,87,8,,8,8,0,,33,,63369,58405,2022-07-28,,0.613,0.565,2,,3,33103,0.32,257.2,,,369,304,17,45,31,1,0.045,,16,22,6.1,,1
22580,US,,,cbsa,,iso1:us#cbsa:22580,,67029,0.278,other,42.6,,1.23,0.29,,,0.39,3,3,3,4,2,,0,18891,408,,,,125,48,4,,10,3,1,,200,,30344,28389,2022-07-28,,0.453,0.424,0,,3,15125,0.226,298.4,,,865,669,65,63,49,6,0.074,,9,53,11.1,,2
22620,US,,,cbsa,,iso1:us#cbsa:22620,,24994,0.273,other,26.9,,0.73,0.55,,,0.14,3,3,3,4,0,,0,7703,97,,,,58,12,0,,6,0,0,,5,,15126,12829,2022-07-28,,0.605,0.513,0,,3,4583,0.183,188.0,,,96,25,3,6,0,0,0.037,,5,5,3.1,,0
22660,US,,,cbsa,,iso1:us#cbsa:22660,,356899,0.116,other,28.5,,0.91,0.14,,,0.62,3,2,3,4,1,,0,95313,533,,,,661,443,27,,60,37,1,,98,,272744,245759,2022-07-28,,0.764,0.689,1,,3,148452,0.416,199.4,,,661,443,27,60,37,1,0.038,,44,44,12.0,,1
22700,US,,,cbsa,,iso1:us#cbsa:22700,,35904,,other,35.8,,1.14,0.53,,,0.91,3,4,3,4,2,,3,10966,167,,,,44,44,5,,9,8,1,,90,,22592,20867,2022-07-28,,0.629,0.581,1,34676,3,11109,0.309,250.7,,,68,53,5,9,8,1,0.08,,6,6,19.2,,2
22780,US,,,cbsa,,iso1:us#cbsa:22780,,52607,0.345,other,33.1,,0.91,0.38,,,,3,3,3,4,1,,4,9732,117,,,,,,,,,,,,0,,34085,28542,2022-07-28,,0.648,0.543,0,,3,7511,0.143,231.9,,,166,137,12,12,10,0,0.075,,,9,6.7,,1
22800,US,,,cbsa,,iso1:us#cbsa:22800,,58162,,other,29.2,,1.07,0.42,,,,3,4,3,4,1,,4,14675,241,,,,,,,,,,,,58,,32221,28380,2022-07-28,,0.554,0.488,0,,3,13404,0.23,204.6,,,66,33,11,2,2,1,0.136,,,12,8.6,,2
22820,US,,,cbsa,,iso1:us#cbsa:22820,,29068,0.043,other,25.2,,0.9,0.6,,,,3,1,3,4,0,,4,6193,138,,,,42,13,1,,6,0,0,,13,,15867,14264,2022-07-28,,0.546,0.491,0,,3,6320,0.217,176.6,,,468,283,12,67,28,1,0.029,,4,19,5.4,,0
22840,US,,,cbsa,,iso1:us#cbsa:22840,,71513,0.36,other,42.7,,1.12,0.29,,,0.77,3,3,3,4,2,,1,19764,333,,,,65,39,8,,6,5,1,,30,,30250,24644,2022-07-28,,0.423,0.345,0,55,3,9103,0.127,299.2,,,609,384,26,77,61,7,0.045,,4,29,10.8,,2
22860,US,,,cbsa,,iso1:us#cbsa:22860,,47429,0.371,other,38.6,,1.02,0.36,,,0.64,3,3,3,4,1,,0,10689,191,,,,58,37,4,,8,5,0,,24,,32306,27468,2022-07-28,,0.681,0.579,0,,3,7902,0.167,269.9,,,609,369,38,81,47,3,0.063,,51,78,28.2,,2
22900,US,,,cbsa,,iso1:us#cbsa:22900,,250368,0.343,other,40.4,,0.94,0.14,,,,3,3,3,4,1,,4,67773,972,,,,599,488,95,,,,,,109,,144480,119805,2022-07-28,,0.577,0.479,1,,3,46416,0.185,282.8,,,2752,2099,168,334,231,36,0.052,,166,244,17.1,,2
23060,US,,,cbsa,,iso1:us#cbsa:23060,,413263,0.289,other,26.3,,1.07,0.15,,,,3,3,3,4,1,,4,120414,1291,,,,1467,1141,48,,,,,,235,,243442,221547,2022-07-28,,0.589,0.536,1,,3,104585,0.253,183.9,,,3180,2441,104,568,435,15,0.032,,40,134,13.5,,1
23140,US,,,cbsa,,iso1:us#cbsa:23140,,32399,0.354,other,37.5,,1.05,0.57,,,,3,3,3,4,1,,4,9718,134,,,,12,4,0,,,,,,33,,17754,16201,2022-07-28,,0.548,0.5,1,,3,7166,0.221,262.4,,,378,299,17,60,56,2,0.046,,5,14,5.7,,1
23180,US,,,cbsa,,iso1:us#cbsa:23180,,73738,0.203,other,63.0,,1.21,0.22,,,,3,3,3,4,2,,4,22654,230,,,,,,,,,,,,0,,50142,44492,2022-07-28,,0.68,0.603,0,,3,21467,0.291,440.7,,,260,142,16,20,15,2,0.058,,,10,5.9,,1
23240,US,,,cbsa,,iso1:us#cbsa:23240,,26988,,other,23.3,,0.84,0.66,,,0.71,2,4,2,4,0,,1,5656,109,,,,91,17,1,,3,2,0,,6,,16920,14755,2022-07-28,,0.627,0.547,0,38758,3,6947,0.257,163.0,,,245,94,8,12,6,1,0.035,,6,15,8.5,,0
23300,US,,,cbsa,,iso1:us#cbsa:23300,,44498,0.075,other,40.1,,0.97,0.39,,,0.46,3,1,3,4,1,,0,12861,186,,,,100,58,6,,8,3,0,,11,,29788,27465,2022-07-28,,0.669,0.617,0,38178,3,15029,0.338,280.9,,,389,219,18,22,11,0,0.048,,14,28,18.1,,2
23340,US,,,cbsa,,iso1:us#cbsa:23340,,36565,0.184,other,30.9,,1.06,0.51,,,0.68,3,2,3,4,1,,0,10628,111,,,,37,28,2,,8,5,1,,56,,22141,19995,2022-07-28,,0.606,0.547,0,,3,12243,0.335,216.1,,,2131,1789,110,261,221,4,0.052,,4,81,7.6,,1
23380,US,,,cbsa,,iso1:us#cbsa:23380,,58518,0.215,other,32.2,,0.86,0.42,,,0.22,3,3,3,4,0,,0,14819,240,,,,41,21,2,,7,1,1,,0,,32567,31125,2022-07-28,,0.557,0.532,0,,3,16799,0.287,225.6,,,932,554,40,119,55,3,0.047,,6,61,14.4,,2
