fips,country,state,county,level,lat,locationId,long,population,metrics.testPositivityRatio,metrics.testPositivityRatioDetails.source,metrics.caseDensity,metrics.contactTracerCapacityRatio,metrics.infectionRate,metrics.infectionRateCI90,unused1,unused2,metrics.icuCapacityRatio,riskLevels.overall,riskLevels.testPositivityRatio,riskLevels.caseDensity,riskLevels.contactTracerCapacityRatio,riskLevels.infectionRate,unused3,riskLevels.icuCapacityRatio,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,unused4,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,unused5,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,lastUpdatedDate,url,metrics.vaccinationsInitiatedRatio,metrics.vaccinationsCompletedRatio,actuals.newDeaths,actuals.vaccinesAdministered,cdcTransmissionLevel,actuals.vaccinationsAdditionalDose,metrics.vaccinationsAdditionalDoseRatio,metrics.weeklyNewCasesPer100k,hsa,hsaPopulation,actuals.hsaHospitalBeds.capacity,actuals.hsaHospitalBeds.currentUsageTotal,actuals.hsaHospitalBeds.currentUsageCovid,actuals.hsaIcuBeds.capacity,actuals.hsaIcuBeds.currentUsageTotal,actuals.hsaIcuBeds.currentUsageCovid,metrics.bedsWithCovidPatientsRatio,hsaName,actuals.hospitalBeds.weeklyCovidAdmissions,actuals.hsaHospitalBeds.weeklyCovidAdmissions,metrics.weeklyCovidAdmissionsPer100k,communityLevels.cdcCommunityLevel,communityLevels.canCommunityLevel
10100,US,,,cbsa,,iso1:us#cbsa:10100,,42668,,other,25.8,,1.08,0.48,,,,3,4,3,4,1,,4,11754,138,,,,120,50,8,,,,,,77,,28557,24327,2022-07-28,,0.669,0.57,1,9820,3,11436,0.268,180.5,,,330,127,3,36,10,2,0.01,,12,8,6.2,,0
10140,US,,,cbsa,,iso1:us#cbsa:10140,,75061,0.104,other,25.5,,0.96,0.35,,,1.0,3,2,3,4,1,,3,18603,211,,,,62,62,6,,7,7,1,,27,,50747,46548,2022-07-28,,0.676,0.62,0,,3,23404,0.312,178.5,,,664,584,64,93,81,9,0.098,,11,62,12.1,,1
10180,US,,,cbsa,,iso1:us#cbsa:10180,,172060,,other,9.5,,,,,,,1,4,1,4,4,,4,45395,896,,,,,,,,,,,,3,,100696,86367,2022-07-28,,0.585,0.502,0,196350,2,33634,0.195,66.8,,,1446,1108,59,92,89,2,0.039,,,60,8.5,,0
10220,US,,,cbsa,,iso1:us#cbsa:10220,,38284,0.211,other,95.2,,0.93,0.3,,,0.9,5,3,5,4,1,,3,13113,154,,,,99,49,7,,12,10,1,,0,,24002,19842,2022-07-28,,0.627,0.518,0,,3,7465,0.195,666.1,,,132,68,8,12,10,1,0.048,,13,13,22.1,,2
10300,US,,,cbsa,,iso1:us#cbsa:10300,,98451,0.124,other,25.5,,1.17,0.33,,,0.78,3,2,3,4,2,,1,28288,337,,,,35,27,2,,7,5,1,,0,,55393,52659,2022-07-28,,0.563,0.535,0,94232,3,27340,0.278,178.8,,,453,304,24,102,81,6,0.052,,9,25,7.5,,0
10380,US,,,cbsa,,iso1:us#cbsa:10380,,289289,0.266,other,79.4,,0.92,0.1,,,,5,3,5,4,1,,4,79172,,,,,,,,,,,,,259,,262119,236254,2022-07-28,,0.906,0.817,,,3,140922,0.487,555.5,,,,,,,,,0.037,,,,6.1,,1
10420,US,,,cbsa,,iso1:us#cbsa:10420,,703479,0.203,other,26.5,,1.25,0.12,,,0.75,3,3,3,4,2,,1,161257,2185,,,,1559,1198,59,,178,133,6,,1306,,470108,441650,2022-07-28,,0.668,0.628,0,,3,250760,0.356,185.6,,,3447,2623,138,380,282,12,0.043,,61,150,12.5,,1
10460,US,,,cbsa,,iso1:us#cbsa:10460,,67490,0.179,other,39.6,,1.11,0.32,,,1.0,3,2,3,4,2,,3,16794,202,,,,78,61,2,,7,7,0,,27,0,37342,31220,2022-07-28,,0.553,0.463,1,0,3,,,277.1,,,106,73,5,13,10,0,0.059,,5,7,11.5,,2
10500,US,,,cbsa,,iso1:us#cbsa:10500,,146726,0.423,other,44.7,,1.28,0.18,,,,3,3,3,4,2,,4,37061,808,,,,,,,,,,,,459,,82138,71375,2022-07-28,,0.56,0.486,3,109475,3,27779,0.189,312.8,,,1206,1113,165,150,141,8,0.134,,,212,26.2,,2
10540,US,,,cbsa,,iso1:us#cbsa:10540,,129749,0.083,other,23.5,,0.98,0.26,,,0.65,2,1,2,4,1,,0,29922,288,,,,146,71,11,,16,10,4,,37,,79619,72826,2022-07-28,,0.614,0.561,2,194167,3,38122,0.294,164.2,,,320,213,32,26,19,6,0.101,,12,26,10.8,,1
10580,US,,,cbsa,,iso1:us#cbsa:10580,,880381,0.143,other,23.0,,1.06,0.1,,,0.67,2,2,2,4,1,,0,204455,1530,,,,1910,1582,81,,208,138,14,,241,,732379,661808,2022-07-28,,0.832,0.752,0,,3,390983,0.444,160.7,,,4567,3762,192,482,325,25,0.041,,81,210,8.8,,0
10620,US,,,cbsa,,iso1:us#cbsa:10620,,62806,0.228,other,43.9,,1.26,0.33,,,0.89,3,3,3,4,2,,3,20787,269,,,,117,60,9,,10,8,0,,193,,29999,28273,2022-07-28,,0.478,0.45,4,,3,15805,0.252,307.3,,,909,720,46,96,87,1,0.053,,16,43,11.6,,2
10660,US,,,cbsa,,iso1:us#cbsa:10660,,30281,0.155,other,11.8,,0.75,0.77,,,0.93,2,2,2,4,0,,3,9559,78,,,,59,39,3,,6,5,1,,0,,18664,17643,2022-07-28,,0.616,0.583,0,,3,10622,0.351,82.6,,,71,49,3,8,5,1,0.051,,4,4,11.4,,1
10700,US,,,cbsa,,iso1:us#cbsa:10700,,96774,0.329,other,40.2,,1.12,0.26,,,0.79,3,3,3,4,2,,1,28886,396,,,,167,94,12,,18,14,2,,45,,54415,44813,2022-07-28,,0.562,0.463,0,105474,3,16029,0.166,281.1,,,609,384,26,77,61,7,0.045,,11,29,10.8,,2
10740,US,,,cbsa,,iso1:us#cbsa:10740,,918018,0.23,other,41.5,,1.01,0.1,,,,3,3,3,4,1,,4,235306,2819,,,,,,,,,,,,444,0,670516,587502,2022-07-28,,0.73,0.64,6,0,3,,,290.2,,,8088,6619,460,788,734,40,0.054,,,480,12.8,,2
10760,US,,,cbsa,,iso1:us#cbsa:10760,,51030,0.201,other,67.2,,1.1,0.26,,,,3,3,3,4,1,,4,15659,300,,,,,,,,,,,,39,,23912,20130,2022-07-28,,0.469,0.394,0,60967,3,8583,0.168,470.3,,,608,359,27,54,40,4,0.043,,,38,9.0,,1
10780,US,,,cbsa,,iso1:us#cbsa:10780,,152037,0.244,other,44.4,,0.9,0.17,,,,3,3,3,4,0,,4,42429,677,,,,,,,,,,,,105,,86659,75202,2022-07-28,,0.57,0.495,0,,3,29319,0.193,311.1,,,1307,973,80,121,104,17,0.059,,,92,19.8,,2
10820,US,,,cbsa,,iso1:us#cbsa:10820,,38141,0.13,other,25.8,,0.87,0.65,,,0.25,3,2,3,4,0,,0,11720,120,,,,51,35,1,,4,1,0,,0,,23565,22153,2022-07-28,,0.618,0.581,0,,3,13924,0.365,180.9,,,79,52,2,7,1,0,0.023,,6,6,13.5,,1
10860,US,,,cbsa,,iso1:us#cbsa:10860,,51639,,other,63.4,,0.95,0.26,,,,3,4,3,4,1,,4,16365,282,,,,,,,,,,,,28,,35060,29322,2022-07-28,,0.679,0.568,0,80414,3,12979,0.251,443.5,,,2242,2002,188,216,200,38,0.092,,,146,17.7,,2
10900,US,,,cbsa,,iso1:us#cbsa:10900,,844052,0.176,other,26.1,,1.19,0.1,,,0.76,3,2,3,4,2,,1,230456,3072,,,,2138,1665,57,,257,194,13,,1319,,662148,581519,2022-07-28,,0.784,0.689,6,,3,293272,0.347,182.8,,,6969,5424,187,805,616,24,0.027,,114,448,15.4,,1
10940,US,,,cbsa,,iso1:us#cbsa:10940,,40711,0.078,other,15.1,,0.98,0.66,,,0.9,2,1,2,4,1,,3,14499,196,,,,81,40,2,,18,16,0,,0,,19014,18877,2022-07-28,,0.467,0.464,0,37413,3,10554,0.259,105.6,,,1790,1494,84,172,138,6,0.047,,6,126,14.9,,1
10980,US,,,cbsa,,iso1:us#cbsa:10980,,28405,0.143,other,7.5,,1.4,1.0,,,0.95,2,2,1,4,2,,3,5963,143,,,,48,45,3,,5,5,0,,0,,16100,15947,2022-07-28,,0.567,0.561,0,30638,3,9171,0.323,52.8,,,48,45,3,5,5,0,0.06,,6,6,8.2,,0
11020,US,,,cbsa,,iso1:us#cbsa:11020,,121829,0.099,other,19.1,,1.21,0.32,,,0.83,2,1,2,4,2,,2,31462,638,,,,382,214,14,,140,117,1,,163,,70610,61886,2022-07-28,,0.58,0.508,1,,3,30463,0.25,133.8,,,888,558,24,179,144,2,0.028,,17,27,8.3,,0
11060,US,,,cbsa,,iso1:us#cbsa:11060,,24530,0.038,other,43.7,,0.77,0.52,,,0.35,3,1,3,4,0,,0,6929,108,,,,35,26,1,,4,1,1,,0,,15584,13398,2022-07-28,,0.635,0.546,0,,3,4940,0.201,305.7,,,71,42,1,4,1,1,0.033,,8,8,9.1,,1
11100,US,,,cbsa,,iso1:us#cbsa:11100,,265053,,other,33.0,,0.99,0.14,,,,3,4,3,4,1,,4,81047,1324,,,,,,,,,,,,114,,145916,125192,2022-07-28,,0.551,0.472,0,302621,3,47385,0.179,231.3,,,3659,2964,166,390,390,28,0.042,,,135,10.0,,2
11140,US,,,cbsa,,iso1:us#cbsa:11140,,34781,0.521,other,82.6,,1.35,0.32,,,,5,3,5,4,2,,4,8830,182,,,,,,,,,,,,201,,19836,17402,2022-07-28,,0.57,0.5,0,26738,3,7041,0.202,577.9,,,783,565,57,99,95,10,0.066,,,57,12.1,,2
11180,US,,,cbsa,,iso1:us#cbsa:11180,,123351,,other,18.6,,1.12,0.33,,,,2,4,2,4,2,,4,27085,151,,,,177,144,2,,,,,,161,,85550,78932,2022-07-28,,0.694,0.64,1,120941,3,45926,0.372,130.5,,,519,342,9,20,12,1,0.019,,16,24,6.0,,0
11220,US,,,cbsa,,iso1:us#cbsa:11220,,49221,0.265,other,22.1,,0.95,0.54,,,0.86,3,3,2,4,1,,3,13286,210,,,,78,63,2,,8,6,0,,9,,36178,33375,2022-07-28,,0.735,0.678,0,,3,18598,0.378,154.4,,,123,91,3,16,10,0,0.043,,6,6,1.0,,0
11260,US,,,cbsa,,iso1:us#cbsa:11260,,396317,0.261,other,40.2,,1.07,0.1,,,0.91,3,3,3,4,1,,3,153142,781,,,,1036,923,53,,87,79,7,,1115,,273355,240833,2022-07-28,,0.69,0.608,0,,3,110180,0.278,281.3,,,2323,1987,116,200,170,18,0.045,,47,104,11.1,,2
11380,US,,,cbsa,,iso1:us#cbsa:11380,,18705,,other,43.5,,0.87,0.48,,,,3,4,3,4,0,,4,4154,72,,,,46,18,1,,2,1,0,,19,,9516,8404,2022-07-28,,0.509,0.449,0,20606,3,3030,0.162,304.7,,,114,58,2,5,0,2,0.023,,4,5,0.9,,1
11420,US,,,cbsa,,iso1:us#cbsa:11420,,34594,0.375,other,34.3,,1.03,0.5,,,,3,3,3,4,1,,4,10198,122,,,,25,19,1,,1,1,,,49,,18403,16820,2022-07-28,,0.532,0.486,0,,3,8550,0.247,239.9,,,1590,1220,52,284,217,7,0.032,,4,67,13.5,,2
11460,US,,,cbsa,,iso1:us#cbsa:11460,,367601,0.121,other,33.8,,1.02,0.14,,,0.87,3,2,3,4,1,,3,94309,552,,,,1661,1545,85,,171,149,6,,145,,278415,263585,2022-07-28,,0.757,0.717,0,494802,3,161882,0.44,236.7,,,10831,8852,419,1221,914,56,0.037,,90,430,9.7,,1
11500,US,,,cbsa,,iso1:us#cbsa:11500,,113605,0.256,other,32.9,,0.97,0.23,,,0.97,3,3,3,4,1,,3,34379,638,,,,258,233,12,,20,20,2,,41,,65887,54102,2022-07-28,,0.58,0.476,0,127358,3,20259,0.178,230.6,,,557,561,33,46,39,4,0.053,,15,40,18.0,,2
11540,US,,,cbsa,,iso1:us#cbsa:11540,,237974,0.204,other,25.2,,1.06,0.19,,,,3,3,3,4,1,,4,74008,544,,,,208,198,4,,,,,,59,,161560,150852,2022-07-28,,0.679,0.634,0,,3,89213,0.375,176.5,,,589,329,12,54,29,1,0.016,,31,11,1.7,,0
11580,US,,,cbsa,,iso1:us#cbsa:11580,,38001,0.252,other,39.8,,0.77,0.37,,,0.74,3,3,3,4,0,,1,10145,154,,,,24,14,1,,6,4,0,,0,,22679,18254,2022-07-28,,0.597,0.48,0,,3,6145,0.162,278.9,,,2053,1491,152,172,119,10,0.076,,5,179,28.9,,2
11620,US,,,cbsa,,iso1:us#cbsa:11620,,58364,0.267,other,69.8,,0.96,0.3,,,,3,3,3,4,1,,4,18568,282,,,,177,92,3,,,,,,0,,31886,26003,2022-07-28,,0.546,0.446,0,,3,10143,0.174,488.3,,,404,208,9,26,10,1,0.025,,27,20,13.9,,2
11640,US,,,cbsa,,iso1:us#cbsa:11640,,174606,0.263,other,77.0,,0.93,0.12,,,,5,3,5,4,1,,4,45148,,,,,,,,,,,,,151,,,,2022-07-28,,,,,,3,,,538.9,,,,,,,,,0.037,,,,6.1,,1
11660,US,,,cbsa,,iso1:us#cbsa:11660,,22320,0.336,other,42.2,,0.9,0.62,,,,3,3,3,4,0,,4,5798,83,,,,20,6,0,,0,0,0,,10,,12848,11053,2022-07-28,,0.576,0.495,0,,3,4944,0.222,295.7,,,449,332,19,37,27,3,0.046,,4,18,18.8,,2
11700,US,,,cbsa,,iso1:us#cbsa:11700,,462680,0.216,other,33.5,,1.15,0.12,,,0.82,3,3,3,4,2,,2,108801,1256,,,,1195,978,49,,100,82,6,,1085,,306625,291484,2022-07-28,,0.663,0.63,3,,3,187068,0.404,234.5,,,4931,3982,202,424,334,27,0.042,,32,88,4.8,,1
11740,US,,,cbsa,,iso1:us#cbsa:11740,,53484,0.184,other,25.9,,0.82,0.5,,,0.7,3,2,3,4,0,,0,12740,220,,,,32,23,3,,8,5,1,,0,,25200,23488,2022-07-28,,0.471,0.439,0,,3,11994,0.224,181.4,,,246,229,18,28,25,1,0.068,,5,17,9.2,,0
11780,US,,,cbsa,,iso1:us#cbsa:11780,,97241,0.173,other,22.3,,0.94,0.4,,,0.34,2,2,2,4,1,,0,21827,435,,,,348,183,11,,19,6,0,,0,,56053,52178,2022-07-28,,0.576,0.537,0,,3,28353,0.292,156.3,,,5596,4187,217,864,659,28,0.036,,16,234,14.4,,1
11820,US,,,cbsa,,iso1:us#cbsa:11820,,40224,0.105,other,22.0,,0.93,0.45,,,0.42,2,2,2,4,1,,0,5618,54,,,,63,29,6,,12,5,1,,7,,31062,27182,2022-07-28,,0.772,0.676,0,73563,3,14630,0.364,154.1,,,3724,3239,277,394,324,29,0.074,,8,262,10.2,,1
11860,US,,,cbsa,,iso1:us#cbsa:11860,,16073,0.112,other,37.3,,1.02,0.72,,,0.3,3,2,3,4,1,,0,4590,39,,,,25,8,0,,4,1,1,,42,,8684,7639,2022-07-28,,0.54,0.475,0,,3,3705,0.231,261.3,,,25,8,0,4,1,1,0.0,,9,9,0.0,,1
11900,US,,,cbsa,,iso1:us#cbsa:11900,,65327,0.284,other,45.7,,0.88,0.34,,,0.82,3,3,3,4,0,,2,16390,145,,,,53,33,3,,8,6,1,,0,,35783,33202,2022-07-28,,0.548,0.508,0,,3,18005,0.276,319.9,,,226,173,9,51,43,1,0.042,,8,19,6.1,,1
11940,US,,,cbsa,,iso1:us#cbsa:11940,,53794,0.414,other,45.1,,1.21,0.34,,,0.38,3,3,3,4,2,,0,17633,269,,,,68,22,0,,8,3,0,,170,,24290,21844,2022-07-28,,0.452,0.406,0,,3,9963,0.185,316.0,,,2259,1801,84,287,224,10,0.039,,4,63,8.0,,1
11980,US,,,cbsa,,iso1:us#cbsa:11980,,82737,,other,31.6,,1.05,0.32,,,0.85,3,4,3,4,1,,2,16273,428,,,,65,56,1,,7,6,0,,21,,37894,33077,2022-07-28,,0.458,0.4,0,85757,3,14418,0.174,221.2,,,1129,893,54,181,166,7,0.051,,10,76,18.2,,2
12020,US,,,cbsa,,iso1:us#cbsa:12020,,213750,0.289,other,26.7,,1.18,0.19,,,,3,3,3,4,2,,4,52134,521,,,,,,,,,,,,400,,114806,103305,2022-07-28,,0.537,0.483,3,173385,3,49120,0.23,187.1,,,2624,1988,110,334,282,16,0.047,,,219,12.3,,1
12060,US,,,cbsa,,iso1:us#cbsa:12060,,6020364,0.25,other,43.6,,1.24,0.1,,,0.79,3,3,3,4,2,,1,1476635,16551,,,,9353,7481,655,,1205,952,168,,15752,,3591880,3146078,2022-07-28,,0.597,0.523,65,5072763,3,1377217,0.229,305.3,,,74661,59102,5047,9739,7614,580,0.071,,771,5869,14.5,,2
12100,US,,,cbsa,,iso1:us#cbsa:12100,,263670,0.163,other,43.8,,1.0,0.14,,,0.7,3,2,3,4,1,,0,78203,1026,,,,777,542,48,,68,47,2,,124,,216512,180272,2022-07-28,,0.821,0.684,1,349232,3,87865,0.333,306.8,,,902,643,53,84,55,2,0.057,,90,100,29.2,,2
12120,US,,,cbsa,,iso1:us#cbsa:12120,,36633,0.273,other,39.4,,0.97,0.35,,,0.3,3,3,3,4,1,,0,10914,174,,,,100,36,2,,14,4,0,,15,,17306,13601,2022-07-28,,0.472,0.371,0,39088,3,4805,0.131,275.7,,,2117,1486,114,230,169,11,0.051,,7,199,21.8,,2
12140,US,,,cbsa,,iso1:us#cbsa:12140,,43475,0.242,other,31.2,,1.04,0.46,,,0.8,3,3,3,4,1,,1,11983,154,,,,40,23,1,,8,6,0,,29,,20533,18910,2022-07-28,,0.472,0.435,0,,3,8985,0.207,218.5,,,1590,1220,52,284,217,7,0.032,,4,67,13.5,,2
12180,US,,,cbsa,,iso1:us#cbsa:12180,,76576,0.092,other,14.7,,0.93,0.49,,,0.29,2,1,2,4,1,,0,18079,162,,,,124,74,1,,19,5,0,,13,,48644,45790,2022-07-28,,0.635,0.598,0,,3,26569,0.347,103.2,,,1286,1163,37,185,152,2,0.028,,5,47,7.6,,0
12220,US,,,cbsa,,iso1:us#cbsa:12220,,164542,0.315,other,51.7,,1.11,0.17,,,0.83,3,3,3,4,2,,2,41286,344,,,,279,228,16,,28,23,2,,102,,80388,67154,2022-07-28,,0.489,0.408,0,191835,3,24996,0.152,362.2,,,433,277,22,34,29,2,0.046,,20,27,8.9,,1
12260,US,,,cbsa,,iso1:us#cbsa:12260,,608980,0.25,other,36.6,,1.15,0.1,,,,3,3,3,4,2,,4,158716,2071,,,,,,,,,,,,960,,363678,304838,2022-07-28,,0.597,0.501,3,,3,112477,0.185,256.3,,,10639,9021,560,1358,1224,62,0.054,,,609,13.4,,2
12300,US,,,cbsa,,iso1:us#cbsa:12300,,122302,0.079,other,11.7,,0.99,0.43,,,0.66,2,1,2,4,1,,0,26374,253,,,,234,190,5,,20,13,0,,20,,101593,89399,2022-07-28,,0.831,0.688,0,229958,2,50234,0.411,81.8,,,320,260,8,31,20,0,0.024,,6,12,3.3,,0
12380,US,,,cbsa,,iso1:us#cbsa:12380,,40062,0.161,other,20.0,,0.77,0.59,,,,2,2,2,4,0,,4,12630,74,,,,,,,,,,,,0,,26733,25230,2022-07-28,,0.667,0.63,0,,3,14756,0.368,139.8,,,1425,1148,32,170,117,2,0.023,,,35,13.4,,1
12420,US,,,cbsa,,iso1:us#cbsa:12420,,2227083,,other,43.4,,0.97,0.1,,,,3,4,3,4,1,,4,517990,3638,,,,3163,2766,135,,453,422,53,,713,,1803672,1550344,2022-07-28,,0.81,0.696,1,4055393,3,728043,0.327,304.0,,,9400,8208,400,1260,1154,73,0.049,,118,501,9.8,,1
12460,US,,,cbsa,,iso1:us#cbsa:12460,,26404,0.127,other,42.2,,0.96,0.42,,,0.33,3,2,3,4,1,,0,7821,133,,,,31,16,0,,6,2,0,,78,,15244,13105,2022-07-28,,0.577,0.496,0,18458,3,4761,0.18,295.4,,,121,67,7,6,2,0,0.055,,4,9,32.3,,2
12540,US,,,cbsa,,iso1:us#cbsa:12540,,900202,0.143,other,38.4,,0.93,0.1,,,0.78,3,2,3,4,1,,1,268562,2487,,,,877,795,91,,102,80,13,,980,,543604,489053,2022-07-28,,0.604,0.543,0,1248295,3,219463,0.244,268.5,,,877,795,91,102,80,13,0.102,,105,105,12.2,,2
12580,US,,,cbsa,,iso1:us#cbsa:12580,,2800053,0.117,other,23.5,,1.04,0.1,,,0.75,2,2,2,4,1,,1,512486,7055,,,,5905,5025,299,,644,485,29,,645,,2315213,2068462,2022-07-28,,0.827,0.739,7,,3,1154321,0.412,164.6,,,29081,24739,1466,3152,2398,171,0.048,,340,1668,11.2,,1
12620,US,,,cbsa,,iso1:us#cbsa:12620,,152148,0.078,other,15.6,,1.1,0.34,,,0.85,2,1,2,4,1,,2,31989,350,,,,424,353,10,,53,45,0,,31,,123279,110207,2022-07-28,,0.81,0.68,0,279633,3,62186,0.409,109.1,,,622,449,18,72,50,0,0.028,,14,18,9.0,,0
12660,US,,,cbsa,,iso1:us#cbsa:12660,,64442,0.162,other,32.1,,1.07,0.37,,,0.8,3,2,3,4,1,,1,18044,139,,,,65,45,5,,5,4,0,,25,,44304,41461,2022-07-28,,0.688,0.643,0,,3,25235,0.392,225.0,,,1495,1195,75,126,106,4,0.048,,4,59,10.8,,2
12680,US,,,cbsa,,iso1:us#cbsa:12680,,46233,0.257,other,67.4,,1.18,0.3,,,0.14,3,3,3,4,2,,0,15810,157,,,,72,18,2,,4,0,0,,0,,27806,24430,2022-07-28,,0.601,0.528,0,,3,11216,0.243,471.5,,,3151,2546,118,344,279,13,0.039,,11,129,12.2,,2
12700,US,,,cbsa,,iso1:us#cbsa:12700,,212990,0.1,other,23.0,,0.9,0.27,,,0.71,2,1,2,4,0,,1,41439,616,,,,387,325,21,,34,24,0,,0,,,,2022-07-28,,,,0,,3,,,161.0,,,9709,8445,323,718,625,29,0.034,,30,421,11.2,,1
12740,US,,,cbsa,,iso1:us#cbsa:12740,,58409,0.021,other,6.4,,0.81,0.79,,,0.65,1,0,1,4,0,,0,13184,56,,,,89,67,1,,14,9,0,,26,,51782,48998,2022-07-28,,0.887,0.839,1,,1,39440,0.675,44.5,,,710,576,14,81,61,1,0.019,,4,18,8.0,,0
12780,US,,,cbsa,,iso1:us#cbsa:12780,,51527,0.313,other,32.4,,0.78,0.42,,,0.84,3,3,3,4,0,,2,13413,264,,,,97,80,10,,8,6,0,,0,,29721,23095,2022-07-28,,0.577,0.448,0,,3,9481,0.184,227.1,,,158,96,12,13,10,1,0.063,,12,16,15.1,,2
12860,US,,,cbsa,,iso1:us#cbsa:12860,,57280,0.083,other,10.7,,0.89,0.68,,,0.41,2,1,2,4,0,,0,15020,195,,,,82,53,3,,9,3,0,,6,,36886,34633,2022-07-28,,0.644,0.605,0,,2,18421,0.322,75.1,,,4530,3886,189,534,377,17,0.044,,4,173,9.4,,0
12900,US,,,cbsa,,iso1:us#cbsa:12900,,55267,0.266,other,59.2,,1.08,0.29,,,,3,3,3,4,1,,4,16407,326,,,,,,,,,,,,25,,26703,22744,2022-07-28,,0.483,0.412,1,,3,10458,0.189,414.4,,,620,394,40,54,37,6,0.064,,,76,26.2,,2
12940,US,,,cbsa,,iso1:us#cbsa:12940,,854884,0.243,other,36.8,,0.94,0.1,,,,3,3,3,4,1,,4,245059,2788,,,,,,,,,,,,460,,506993,451224,2022-07-28,,0.593,0.528,7,,3,193649,0.227,257.6,,,13649,9135,552,1699,1056,45,0.037,,,543,8.5,,1
12980,US,,,cbsa,,iso1:us#cbsa:12980,,134159,0.139,other,31.2,,1.23,0.25,,,0.7,3,2,3,4,2,,0,37253,602,,,,192,144,12,,25,17,0,,0,,71535,70757,2022-07-28,,0.533,0.527,0,134195,3,37014,0.276,218.4,,,230,160,13,31,23,0,0.064,,16,16,6.6,,1
13020,US,,,cbsa,,iso1:us#cbsa:13020,,103126,0.242,other,19.0,,1.19,0.39,,,0.58,3,3,2,4,2,,0,28993,606,,,,318,205,4,,32,18,0,,0,,61204,59404,2022-07-28,,0.593,0.576,0,117572,3,33160,0.322,132.8,,,393,247,10,48,29,0,0.026,,4,10,7.0,,0
13060,US,,,cbsa,,iso1:us#cbsa:13060,,36643,,other,20.7,,0.66,0.47,,,0.96,2,4,2,4,0,,3,9175,177,,,,39,25,7,,3,3,0,,3,,20427,17487,2022-07-28,,0.557,0.477,0,43997,3,6578,0.18,144.6,,,179,149,17,15,14,1,0.108,,9,27,14.4,,1
13100,US,,,cbsa,,iso1:us#cbsa:13100,,21513,,other,11.3,,1.04,0.87,,,0.38,2,4,2,4,1,,0,3698,45,,,,22,11,2,,3,1,1,,14,,10903,9846,2022-07-28,,0.507,0.458,0,,2,6638,0.309,79.0,,,897,660,38,93,64,4,0.043,,7,42,12.7,,1
13140,US,,,cbsa,,iso1:us#cbsa:13140,,392563,,other,35.6,,1.01,0.12,,,,3,4,3,4,1,,4,85569,1469,,,,,,,,,,,,135,,211320,183407,2022-07-28,,0.538,0.467,0,456907,3,71522,0.182,248.9,,,2199,1712,142,236,174,7,0.059,,,201,12.5,,2
13180,US,,,cbsa,,iso1:us#cbsa:13180,,87839,0.119,other,27.0,,1.07,0.32,,,0.24,3,2,3,4,1,,0,28949,343,,,,81,51,5,,10,2,0,,28,,49626,46440,2022-07-28,,0.565,0.529,0,,3,26349,0.3,189.0,,,369,304,17,45,31,1,0.045,,6,22,6.1,,0
13220,US,,,cbsa,,iso1:us#cbsa:13220,,115767,0.156,other,73.3,,1.12,0.17,,,,3,2,3,4,2,,4,40218,582,,,,341,281,31,,38,33,15,,106,,71717,63947,2022-07-28,,0.619,0.552,0,,3,28089,0.243,513.1,,,732,576,64,76,64,4,0.083,,37,74,28.2,,2
13260,US,,,cbsa,,iso1:us#cbsa:13260,,45370,0.31,other,40.9,,0.97,0.37,,,0.19,3,3,3,4,1,,0,13009,266,,,,54,29,5,,20,3,1,,55,,25214,23044,2022-07-28,,0.556,0.508,0,,3,10979,0.242,286.5,,,79,34,5,20,3,1,0.071,,9,9,16.9,,2
13300,US,,,cbsa,,iso1:us#cbsa:13300,,32565,,other,35.5,,0.79,0.44,,,0.35,3,4,3,4,0,,0,9046,154,,,,51,15,1,,6,2,0,,9,,19985,16797,2022-07-28,,0.614,0.516,0,43014,3,6777,0.208,248.7,,,84,15,1,6,2,0,0.023,,6,6,4.2,,1
13340,US,,,cbsa,,iso1:us#cbsa:13340,,45672,0.352,other,33.5,,0.88,0.47,,,0.47,3,3,3,4,0,,0,10921,174,,,,15,10,2,,7,3,0,,0,,20848,19803,2022-07-28,,0.456,0.434,0,,3,9709,0.213,234.3,,,15,10,2,7,3,0,0.171,,10,10,24.1,,2
13380,US,,,cbsa,,iso1:us#cbsa:13380,,229247,0.174,other,23.4,,0.97,0.2,,,1.0,2,2,2,4,1,,3,44603,317,,,,237,237,13,,17,17,1,,122,,185923,166770,2022-07-28,,0.811,0.727,2,,3,95195,0.415,164.0,,,237,237,13,17,17,1,0.048,,23,23,8.3,,0
13420,US,,,cbsa,,iso1:us#cbsa:13420,,47188,0.143,other,17.3,,0.8,0.64,,,0.95,2,2,2,4,0,,3,12692,128,,,,103,64,2,,11,10,0,,0,,36306,32765,2022-07-28,,0.769,0.694,0,,3,18435,0.391,120.8,,,111,70,2,11,10,0,0.023,,4,4,1.8,,0
